,windows_run_0,window_mean
0,51,51.0
1,51,51.0
2,51,51.0
3,51,51.0
4,51,51.0
5,51,51.0
6,51,51.0
7,51,51.0
8,51,51.0
9,51,51.0
10,51,51.0
11,51,51.0
12,51,51.0
13,51,51.0
14,51,51.0
15,51,51.0
16,51,51.0
17,51,51.0
18,51,51.0
19,51,51.0
20,51,51.0
21,51,51.0
22,51,51.0
23,51,51.0
24,51,51.0
25,51,51.0
26,51,51.0
27,51,51.0
28,51,51.0
29,51,51.0
30,51,51.0
31,51,51.0
32,51,51.0
33,51,51.0
34,51,51.0
35,51,51.0
36,51,51.0
37,51,51.0
38,51,51.0
39,51,51.0
40,51,51.0
41,51,51.0
42,51,51.0
43,51,51.0
44,51,51.0
45,51,51.0
46,51,51.0
47,51,51.0
48,51,51.0
49,51,51.0
50,51,51.0
51,52,52.0
52,53,53.0
53,54,54.0
54,55,55.0
55,56,56.0
56,57,57.0
57,58,58.0
58,59,59.0
59,60,60.0
60,61,61.0
61,62,62.0
62,63,63.0
63,64,64.0
64,65,65.0
65,66,66.0
66,67,67.0
67,68,68.0
68,69,69.0
69,70,70.0
70,71,71.0
71,72,72.0
72,73,73.0
73,74,74.0
74,75,75.0
75,76,76.0
76,77,77.0
77,78,78.0
78,79,79.0
79,80,80.0
80,81,81.0
81,82,82.0
82,83,83.0
83,84,84.0
84,85,85.0
85,86,86.0
86,87,87.0
87,88,88.0
88,89,89.0
89,90,90.0
90,91,91.0
91,92,92.0
92,93,93.0
93,94,94.0
94,95,95.0
95,96,96.0
96,97,97.0
97,98,98.0
98,99,99.0
99,100,100.0
100,101,101.0
101,102,102.0
102,103,103.0
103,104,104.0
104,105,105.0
105,106,106.0
106,107,107.0
107,108,108.0
108,109,109.0
109,110,110.0
110,111,111.0
111,112,112.0
112,113,113.0
113,114,114.0
114,115,115.0
115,116,116.0
116,117,117.0
117,118,118.0
118,119,119.0
119,120,120.0
120,121,121.0
121,122,122.0
122,123,123.0
123,124,124.0
124,125,125.0
125,126,126.0
126,127,127.0
127,128,128.0
128,129,129.0
129,130,130.0
130,131,131.0
131,132,132.0
132,133,133.0
133,134,134.0
134,135,135.0
135,136,136.0
136,137,137.0
137,138,138.0
138,139,139.0
139,140,140.0
140,141,141.0
141,142,142.0
142,143,143.0
143,144,144.0
144,145,145.0
145,146,146.0
146,147,147.0
147,148,148.0
148,149,149.0
149,150,150.0
150,151,151.0
151,152,152.0
152,153,153.0
153,154,154.0
154,155,155.0
155,156,156.0
156,157,157.0
157,158,158.0
158,159,159.0
159,160,160.0
160,161,161.0
161,162,162.0
162,163,163.0
163,164,164.0
164,165,165.0
165,166,166.0
166,167,167.0
167,141,141.0
168,169,169.0
169,170,170.0
170,171,171.0
171,172,172.0
172,173,173.0
173,174,174.0
174,175,175.0
175,176,176.0
176,177,177.0
177,178,178.0
178,179,179.0
179,180,180.0
180,181,181.0
181,182,182.0
182,183,183.0
183,184,184.0
184,185,185.0
185,186,186.0
186,187,187.0
187,188,188.0
188,189,189.0
189,190,190.0
190,191,191.0
191,192,192.0
192,193,193.0
193,194,194.0
194,195,195.0
195,196,196.0
196,197,197.0
197,198,198.0
198,199,199.0
199,200,200.0
200,201,201.0
201,202,202.0
202,203,203.0
203,204,204.0
204,205,205.0
205,206,206.0
206,207,207.0
207,208,208.0
208,209,209.0
209,210,210.0
210,211,211.0
211,212,212.0
212,213,213.0
213,214,214.0
214,215,215.0
215,216,216.0
216,217,217.0
217,218,218.0
218,219,219.0
219,220,220.0
220,221,221.0
221,222,222.0
